case_id,case_type,reranker,evidence_set_size,expected,actual,recovered,precision_at_3,precision_at_5,recall_at_5,selected_a_trap,citation_complete,redundancy_ratio
noanswer-agriculture-subsidy,no_answer_in_corpus,concept_coverage,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8438
noanswer-agriculture-subsidy,no_answer_in_corpus,quality_aware,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.5000
noanswer-agriculture-subsidy,no_answer_in_corpus,quality_aware,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.5833
noanswer-agriculture-subsidy,no_answer_in_corpus,quality_aware,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8438
noanswer-deep-sea-mining,no_answer_in_corpus,baseline,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.2500
noanswer-deep-sea-mining,no_answer_in_corpus,baseline,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8000
noanswer-deep-sea-mining,no_answer_in_corpus,baseline,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8438
noanswer-deep-sea-mining,no_answer_in_corpus,concept_coverage,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
noanswer-deep-sea-mining,no_answer_in_corpus,concept_coverage,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8000
noanswer-deep-sea-mining,no_answer_in_corpus,concept_coverage,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8438
noanswer-deep-sea-mining,no_answer_in_corpus,quality_aware,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
noanswer-deep-sea-mining,no_answer_in_corpus,quality_aware,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8000
noanswer-deep-sea-mining,no_answer_in_corpus,quality_aware,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8438
noanswer-social-media-influencer,no_answer_in_corpus,baseline,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.5000
noanswer-social-media-influencer,no_answer_in_corpus,baseline,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8500
noanswer-social-media-influencer,no_answer_in_corpus,baseline,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8750
noanswer-social-media-influencer,no_answer_in_corpus,concept_coverage,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
noanswer-social-media-influencer,no_answer_in_corpus,concept_coverage,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8500
noanswer-social-media-influencer,no_answer_in_corpus,concept_coverage,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.9063
noanswer-social-media-influencer,no_answer_in_corpus,quality_aware,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
noanswer-social-media-influencer,no_answer_in_corpus,quality_aware,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8500
noanswer-social-media-influencer,no_answer_in_corpus,quality_aware,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.9063
noanswer-patent-litigation,no_answer_in_corpus,baseline,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.2500
noanswer-patent-litigation,no_answer_in_corpus,baseline,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.5455
noanswer-patent-litigation,no_answer_in_corpus,baseline,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8438
noanswer-patent-litigation,no_answer_in_corpus,concept_coverage,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
noanswer-patent-litigation,no_answer_in_corpus,concept_coverage,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.5455
noanswer-patent-litigation,no_answer_in_corpus,concept_coverage,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8438
noanswer-patent-litigation,no_answer_in_corpus,quality_aware,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
noanswer-patent-litigation,no_answer_in_corpus,quality_aware,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.5455
noanswer-patent-litigation,no_answer_in_corpus,quality_aware,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8438
noanswer-nonexistent-company,no_answer_in_corpus,baseline,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
noanswer-nonexistent-company,no_answer_in_corpus,baseline,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.6154
noanswer-nonexistent-company,no_answer_in_corpus,baseline,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.7083
noanswer-nonexistent-company,no_answer_in_corpus,concept_coverage,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.5000
noanswer-nonexistent-company,no_answer_in_corpus,concept_coverage,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.5455
noanswer-nonexistent-company,no_answer_in_corpus,concept_coverage,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.6364
noanswer-nonexistent-company,no_answer_in_corpus,quality_aware,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.5000
noanswer-nonexistent-company,no_answer_in_corpus,quality_aware,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.5455
noanswer-nonexistent-company,no_answer_in_corpus,quality_aware,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.6364
noanswer-unsupported-acquisition,no_answer_in_corpus,baseline,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
noanswer-unsupported-acquisition,no_answer_in_corpus,baseline,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8000
noanswer-unsupported-acquisition,no_answer_in_corpus,baseline,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8750
noanswer-unsupported-acquisition,no_answer_in_corpus,concept_coverage,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
noanswer-unsupported-acquisition,no_answer_in_corpus,concept_coverage,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.2857
noanswer-unsupported-acquisition,no_answer_in_corpus,concept_coverage,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8438
noanswer-unsupported-acquisition,no_answer_in_corpus,quality_aware,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
noanswer-unsupported-acquisition,no_answer_in_corpus,quality_aware,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.2857
noanswer-unsupported-acquisition,no_answer_in_corpus,quality_aware,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8438
noanswer-nonexistent-regulatory-event,no_answer_in_corpus,baseline,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8333
noanswer-nonexistent-regulatory-event,no_answer_in_corpus,baseline,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.9000
noanswer-nonexistent-regulatory-event,no_answer_in_corpus,baseline,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.9063
noanswer-nonexistent-regulatory-event,no_answer_in_corpus,concept_coverage,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.5714
noanswer-nonexistent-regulatory-event,no_answer_in_corpus,concept_coverage,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8000
noanswer-nonexistent-regulatory-event,no_answer_in_corpus,concept_coverage,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8750
noanswer-nonexistent-regulatory-event,no_answer_in_corpus,quality_aware,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.5714
noanswer-nonexistent-regulatory-event,no_answer_in_corpus,quality_aware,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8000
noanswer-nonexistent-regulatory-event,no_answer_in_corpus,quality_aware,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8750
noanswer-unsupported-numeric-claim,unsupported_exact_numeric_claim,baseline,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
noanswer-unsupported-numeric-claim,unsupported_exact_numeric_claim,baseline,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8000
noanswer-unsupported-numeric-claim,unsupported_exact_numeric_claim,baseline,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8750
noanswer-unsupported-numeric-claim,unsupported_exact_numeric_claim,concept_coverage,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.7000
noanswer-unsupported-numeric-claim,unsupported_exact_numeric_claim,concept_coverage,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8000
noanswer-unsupported-numeric-claim,unsupported_exact_numeric_claim,concept_coverage,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8750
noanswer-unsupported-numeric-claim,unsupported_exact_numeric_claim,quality_aware,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.7000
noanswer-unsupported-numeric-claim,unsupported_exact_numeric_claim,quality_aware,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8000
noanswer-unsupported-numeric-claim,unsupported_exact_numeric_claim,quality_aware,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.8750
numeric-trap-act-operating-margin,numerical_table_fragment_without_explanatory_prose,baseline,3,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,0.0000,1.0000,true,true,0.7143
numeric-trap-act-operating-margin,numerical_table_fragment_without_explanatory_prose,baseline,5,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,0.0000,1.0000,true,true,0.7143
numeric-trap-act-operating-margin,numerical_table_fragment_without_explanatory_prose,baseline,8,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,0.0000,1.0000,true,true,0.7143
numeric-trap-act-operating-margin,numerical_table_fragment_without_explanatory_prose,concept_coverage,3,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,0.0000,1.0000,true,true,0.7143
numeric-trap-act-operating-margin,numerical_table_fragment_without_explanatory_prose,concept_coverage,5,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,0.0000,1.0000,true,true,0.7143
numeric-trap-act-operating-margin,numerical_table_fragment_without_explanatory_prose,concept_coverage,8,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,0.0000,1.0000,true,true,0.7143
numeric-trap-act-operating-margin,numerical_table_fragment_without_explanatory_prose,quality_aware,3,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,0.0000,1.0000,true,true,0.7143
numeric-trap-act-operating-margin,numerical_table_fragment_without_explanatory_prose,quality_aware,5,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,0.0000,1.0000,true,true,0.7143
numeric-trap-act-operating-margin,numerical_table_fragment_without_explanatory_prose,quality_aware,8,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,0.0000,1.0000,true,true,0.7143
numeric-trap-sbp-investments-per-category,numerical_table_fragment_without_explanatory_prose,baseline,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
numeric-trap-sbp-investments-per-category,numerical_table_fragment_without_explanatory_prose,baseline,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
numeric-trap-sbp-investments-per-category,numerical_table_fragment_without_explanatory_prose,baseline,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
numeric-trap-sbp-investments-per-category,numerical_table_fragment_without_explanatory_prose,concept_coverage,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
numeric-trap-sbp-investments-per-category,numerical_table_fragment_without_explanatory_prose,concept_coverage,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
numeric-trap-sbp-investments-per-category,numerical_table_fragment_without_explanatory_prose,concept_coverage,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
numeric-trap-sbp-investments-per-category,numerical_table_fragment_without_explanatory_prose,quality_aware,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
numeric-trap-sbp-investments-per-category,numerical_table_fragment_without_explanatory_prose,quality_aware,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
numeric-trap-sbp-investments-per-category,numerical_table_fragment_without_explanatory_prose,quality_aware,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
numeric-trap-short-heading-operations,short_heading_trap,baseline,3,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
numeric-trap-short-heading-operations,short_heading_trap,baseline,5,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.8000
numeric-trap-short-heading-operations,short_heading_trap,baseline,8,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.8438
numeric-trap-short-heading-operations,short_heading_trap,concept_coverage,3,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.8333
numeric-trap-short-heading-operations,short_heading_trap,concept_coverage,5,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.8500
numeric-trap-short-heading-operations,short_heading_trap,concept_coverage,8,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.8750
numeric-trap-short-heading-operations,short_heading_trap,quality_aware,3,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.8333
numeric-trap-short-heading-operations,short_heading_trap,quality_aware,5,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.8500
numeric-trap-short-heading-operations,short_heading_trap,quality_aware,8,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.8750
short-heading-trap-usd-currency,short_heading_trap,baseline,3,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
short-heading-trap-usd-currency,short_heading_trap,baseline,5,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
short-heading-trap-usd-currency,short_heading_trap,baseline,8,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
short-heading-trap-usd-currency,short_heading_trap,concept_coverage,3,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
short-heading-trap-usd-currency,short_heading_trap,concept_coverage,5,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
short-heading-trap-usd-currency,short_heading_trap,concept_coverage,8,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
short-heading-trap-usd-currency,short_heading_trap,quality_aware,3,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
short-heading-trap-usd-currency,short_heading_trap,quality_aware,5,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
short-heading-trap-usd-currency,short_heading_trap,quality_aware,8,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
short-heading-trap-back-navigation,short_heading_trap,baseline,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
short-heading-trap-back-navigation,short_heading_trap,baseline,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
short-heading-trap-back-navigation,short_heading_trap,baseline,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
short-heading-trap-back-navigation,short_heading_trap,concept_coverage,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
short-heading-trap-back-navigation,short_heading_trap,concept_coverage,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
short-heading-trap-back-navigation,short_heading_trap,concept_coverage,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
short-heading-trap-back-navigation,short_heading_trap,quality_aware,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
short-heading-trap-back-navigation,short_heading_trap,quality_aware,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
short-heading-trap-back-navigation,short_heading_trap,quality_aware,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
broad-corpus-governance-practices,broad_corpus_wide,baseline,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
broad-corpus-governance-practices,broad_corpus_wide,baseline,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.8500
broad-corpus-governance-practices,broad_corpus_wide,baseline,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.8750
broad-corpus-governance-practices,broad_corpus_wide,concept_coverage,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.3333,0.3333,0.0000,false,true,0.7500
broad-corpus-governance-practices,broad_corpus_wide,concept_coverage,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.3333,0.2500,0.0000,false,true,0.8000
broad-corpus-governance-practices,broad_corpus_wide,concept_coverage,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.3333,0.2500,0.0000,false,true,0.8750
broad-corpus-governance-practices,broad_corpus_wide,quality_aware,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.3333,0.3333,0.0000,false,true,0.7500
broad-corpus-governance-practices,broad_corpus_wide,quality_aware,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.3333,0.2500,0.0000,false,true,0.8000
broad-corpus-governance-practices,broad_corpus_wide,quality_aware,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.3333,0.2500,0.0000,false,true,0.8750
multi-company-remuneration-comparison,multi_company,baseline,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.3333,0.3333,0.5000,false,true,0.7500
multi-company-remuneration-comparison,multi_company,baseline,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.3333,0.2500,0.5000,false,true,0.8000
multi-company-remuneration-comparison,multi_company,baseline,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.3333,0.2500,0.5000,false,true,0.8750
multi-company-remuneration-comparison,multi_company,concept_coverage,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.3333,0.3333,0.5000,false,true,0.0000
multi-company-remuneration-comparison,multi_company,concept_coverage,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.3333,0.2000,0.5000,false,true,0.6667
multi-company-remuneration-comparison,multi_company,concept_coverage,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.3333,0.2000,0.5000,false,true,0.8438
multi-company-remuneration-comparison,multi_company,quality_aware,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.3333,0.3333,0.5000,false,true,0.0000
multi-company-remuneration-comparison,multi_company,quality_aware,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.3333,0.2000,0.5000,false,true,0.6429
multi-company-remuneration-comparison,multi_company,quality_aware,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.3333,0.2000,0.5000,false,true,0.8438
weak-indirect-sbp-industrial-diversification,weak_indirect_evidence,baseline,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
weak-indirect-sbp-industrial-diversification,weak_indirect_evidence,baseline,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
weak-indirect-sbp-industrial-diversification,weak_indirect_evidence,baseline,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
weak-indirect-sbp-industrial-diversification,weak_indirect_evidence,concept_coverage,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
weak-indirect-sbp-industrial-diversification,weak_indirect_evidence,concept_coverage,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
weak-indirect-sbp-industrial-diversification,weak_indirect_evidence,concept_coverage,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
weak-indirect-sbp-industrial-diversification,weak_indirect_evidence,quality_aware,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
weak-indirect-sbp-industrial-diversification,weak_indirect_evidence,quality_aware,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
weak-indirect-sbp-industrial-diversification,weak_indirect_evidence,quality_aware,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
related-terminology-no-support-kp2-community,related_terminology_no_direct_support,baseline,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
related-terminology-no-support-kp2-community,related_terminology_no_direct_support,baseline,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
related-terminology-no-support-kp2-community,related_terminology_no_direct_support,baseline,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
related-terminology-no-support-kp2-community,related_terminology_no_direct_support,concept_coverage,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
related-terminology-no-support-kp2-community,related_terminology_no_direct_support,concept_coverage,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
related-terminology-no-support-kp2-community,related_terminology_no_direct_support,concept_coverage,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
related-terminology-no-support-kp2-community,related_terminology_no_direct_support,quality_aware,3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
related-terminology-no-support-kp2-community,related_terminology_no_direct_support,quality_aware,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
