case_id,category,variant,mode,recall_at_5,recall_at_10,precision_at_5,substantive_precision_at_5,mrr,ndcg_at_10,short_fragment_rate_at_5,short_fragment_rate_at_10,irrelevant_short_fragment_rate_at_5,top_similarity,filter_accurate
repeated-act-expansion,repeated_passage,baseline,keyword,1.0000,1.0000,0.4000,0.4000,1.0000,,,,,,
repeated-act-expansion,repeated_passage,remediated,keyword,1.0000,1.0000,0.4000,0.4000,1.0000,,,,,,
repeated-act-expansion,repeated_passage,baseline,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0526,,1.0000,1.0000,1.0000,0.8205,
repeated-act-expansion,repeated_passage,baseline,hybrid_exact,1.0000,1.0000,0.2000,0.2000,1.0000,,0.6000,0.6000,0.6000,,
repeated-act-expansion,repeated_passage,remediated,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0714,,1.0000,1.0000,1.0000,0.8205,
repeated-act-expansion,repeated_passage,remediated,hybrid_exact,1.0000,1.0000,0.2000,0.2000,1.0000,,0.6000,0.6000,0.6000,,
repeated-act-expansion,repeated_passage,baseline,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0526,,1.0000,1.0000,1.0000,0.8205,
repeated-act-expansion,repeated_passage,baseline,hybrid_hnsw,1.0000,1.0000,0.2000,0.2000,1.0000,,0.6000,0.6000,0.6000,,
repeated-act-expansion,repeated_passage,remediated,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0714,,1.0000,1.0000,1.0000,0.8205,
repeated-act-expansion,repeated_passage,remediated,hybrid_hnsw,1.0000,1.0000,0.2000,0.2000,1.0000,,0.6000,0.6000,0.6000,,
repeated-bel-customers,repeated_passage,baseline,keyword,1.0000,1.0000,0.4000,0.4000,0.5000,,,,,,
repeated-bel-customers,repeated_passage,remediated,keyword,1.0000,1.0000,0.4000,0.4000,0.5000,,,,,,
repeated-bel-customers,repeated_passage,baseline,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,1.0000,0.9000,1.0000,0.8121,
repeated-bel-customers,repeated_passage,baseline,hybrid_exact,1.0000,1.0000,0.2000,0.2000,0.3333,,0.6000,0.5000,0.6000,,
repeated-bel-customers,repeated_passage,remediated,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.4000,0.5000,0.4000,0.8121,
repeated-bel-customers,repeated_passage,remediated,hybrid_exact,1.0000,1.0000,0.2000,0.2000,0.3333,,0.4000,0.3000,0.4000,,
repeated-bel-customers,repeated_passage,baseline,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,1.0000,0.9000,1.0000,0.8121,
repeated-bel-customers,repeated_passage,baseline,hybrid_hnsw,1.0000,1.0000,0.2000,0.2000,0.3333,,0.6000,0.5000,0.6000,,
repeated-bel-customers,repeated_passage,remediated,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.4000,0.5000,0.4000,0.8121,
repeated-bel-customers,repeated_passage,remediated,hybrid_hnsw,1.0000,1.0000,0.2000,0.2000,0.3333,,0.4000,0.3000,0.4000,,
repeated-bel-growth,repeated_passage,baseline,keyword,1.0000,1.0000,0.4000,0.4000,0.2500,,,,,,
repeated-bel-growth,repeated_passage,remediated,keyword,1.0000,1.0000,0.4000,0.4000,0.2500,,,,,,
repeated-bel-growth,repeated_passage,baseline,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,0.7758,
repeated-bel-growth,repeated_passage,baseline,hybrid_exact,0.0000,1.0000,0.0000,0.0000,0.1250,,0.6000,0.4000,0.6000,,
repeated-bel-growth,repeated_passage,remediated,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.6000,0.3000,0.6000,0.7758,
repeated-bel-growth,repeated_passage,remediated,hybrid_exact,0.0000,1.0000,0.0000,0.0000,0.1250,,0.2000,0.3000,0.2000,,
repeated-bel-growth,repeated_passage,baseline,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,0.7758,
repeated-bel-growth,repeated_passage,baseline,hybrid_hnsw,0.0000,1.0000,0.0000,0.0000,0.1250,,0.6000,0.4000,0.6000,,
repeated-bel-growth,repeated_passage,remediated,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.6000,0.3000,0.6000,0.7758,
repeated-bel-growth,repeated_passage,remediated,hybrid_hnsw,0.0000,1.0000,0.0000,0.0000,0.1250,,0.2000,0.3000,0.2000,,
repeated-kp2-currency,repeated_passage,baseline,keyword,1.0000,1.0000,0.4000,0.4000,0.3333,,,,,,
repeated-kp2-currency,repeated_passage,remediated,keyword,1.0000,1.0000,0.4000,0.4000,0.3333,,,,,,
repeated-kp2-currency,repeated_passage,baseline,semantic_exact,1.0000,1.0000,0.2000,0.2000,0.3333,,0.2000,0.1000,0.2000,0.8166,
repeated-kp2-currency,repeated_passage,baseline,hybrid_exact,1.0000,1.0000,0.2000,0.2000,0.5000,,0.0000,0.0000,0.0000,,
repeated-kp2-currency,repeated_passage,remediated,semantic_exact,1.0000,1.0000,0.2000,0.2000,0.5000,,0.0000,0.0000,0.0000,0.8166,
repeated-kp2-currency,repeated_passage,remediated,hybrid_exact,1.0000,1.0000,0.2000,0.2000,0.5000,,0.0000,0.0000,0.0000,,
repeated-kp2-currency,repeated_passage,baseline,semantic_hnsw,1.0000,1.0000,0.2000,0.2000,0.3333,,0.2000,0.1000,0.2000,0.8166,
repeated-kp2-currency,repeated_passage,baseline,hybrid_hnsw,1.0000,1.0000,0.2000,0.2000,0.5000,,0.0000,0.0000,0.0000,,
repeated-kp2-currency,repeated_passage,remediated,semantic_hnsw,1.0000,1.0000,0.2000,0.2000,0.5000,,0.0000,0.0000,0.0000,0.8166,
repeated-kp2-currency,repeated_passage,remediated,hybrid_hnsw,1.0000,1.0000,0.2000,0.2000,0.5000,,0.0000,0.0000,0.0000,,
filter-sensitive-company-act,filter_sensitive,baseline,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,true
filter-sensitive-company-act,filter_sensitive,remediated,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,true
filter-sensitive-company-act,filter_sensitive,baseline,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8550,
filter-sensitive-company-act,filter_sensitive,baseline,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.7000,0.6000,,
filter-sensitive-company-act,filter_sensitive,remediated,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8550,
filter-sensitive-company-act,filter_sensitive,remediated,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.7000,0.6000,,
filter-sensitive-company-act,filter_sensitive,baseline,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8550,
filter-sensitive-company-act,filter_sensitive,baseline,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.7000,0.6000,,
filter-sensitive-company-act,filter_sensitive,remediated,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8550,
filter-sensitive-company-act,filter_sensitive,remediated,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.7000,0.6000,,
filter-sensitive-company-bel,filter_sensitive,baseline,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,true
filter-sensitive-company-bel,filter_sensitive,remediated,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,true
filter-sensitive-company-bel,filter_sensitive,baseline,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8262,
filter-sensitive-company-bel,filter_sensitive,baseline,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,,
filter-sensitive-company-bel,filter_sensitive,remediated,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8262,
filter-sensitive-company-bel,filter_sensitive,remediated,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,,
filter-sensitive-company-bel,filter_sensitive,baseline,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8262,
filter-sensitive-company-bel,filter_sensitive,baseline,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,,
filter-sensitive-company-bel,filter_sensitive,remediated,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8262,
filter-sensitive-company-bel,filter_sensitive,remediated,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,,
filter-sensitive-quality,filter_sensitive,baseline,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
filter-sensitive-quality,filter_sensitive,remediated,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
filter-sensitive-quality,filter_sensitive,baseline,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,1.0000,
filter-sensitive-quality,filter_sensitive,baseline,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.8000,0.7000,0.8000,,
filter-sensitive-quality,filter_sensitive,remediated,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,1.0000,
filter-sensitive-quality,filter_sensitive,remediated,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.8000,0.7000,0.8000,,
filter-sensitive-quality,filter_sensitive,baseline,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,1.0000,
filter-sensitive-quality,filter_sensitive,baseline,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.8000,0.7000,0.8000,,
filter-sensitive-quality,filter_sensitive,remediated,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,1.0000,
filter-sensitive-quality,filter_sensitive,remediated,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.8000,0.7000,0.8000,,
short-substantive-remuneration-model,short_substantive_passage,baseline,keyword,0.0000,1.0000,0.0000,0.0000,0.1111,,,,,,
short-substantive-remuneration-model,short_substantive_passage,remediated,keyword,0.0000,1.0000,0.0000,0.0000,0.1111,,,,,,
short-substantive-remuneration-model,short_substantive_passage,baseline,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8669,
short-substantive-remuneration-model,short_substantive_passage,baseline,hybrid_exact,1.0000,1.0000,0.2000,0.2000,0.5000,,0.6000,0.7000,0.6000,,
short-substantive-remuneration-model,short_substantive_passage,remediated,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8669,
short-substantive-remuneration-model,short_substantive_passage,remediated,hybrid_exact,1.0000,1.0000,0.2000,0.2000,0.5000,,0.6000,0.7000,0.6000,,
short-substantive-remuneration-model,short_substantive_passage,baseline,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8669,
short-substantive-remuneration-model,short_substantive_passage,baseline,hybrid_hnsw,1.0000,1.0000,0.2000,0.2000,0.5000,,0.6000,0.7000,0.6000,,
short-substantive-remuneration-model,short_substantive_passage,remediated,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8669,
short-substantive-remuneration-model,short_substantive_passage,remediated,hybrid_hnsw,1.0000,1.0000,0.2000,0.2000,0.5000,,0.6000,0.7000,0.6000,,
short-substantive-fair-pay,short_substantive_passage,baseline,keyword,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
short-substantive-fair-pay,short_substantive_passage,remediated,keyword,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
short-substantive-fair-pay,short_substantive_passage,baseline,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0625,,1.0000,1.0000,1.0000,0.9221,
short-substantive-fair-pay,short_substantive_passage,baseline,hybrid_exact,0.0000,0.0000,0.0000,0.0000,0.0357,,0.4000,0.5000,0.4000,,
short-substantive-fair-pay,short_substantive_passage,remediated,semantic_exact,0.0000,1.0000,0.0000,0.0000,0.1000,,1.0000,0.7000,1.0000,0.9221,
short-substantive-fair-pay,short_substantive_passage,remediated,hybrid_exact,0.0000,0.0000,0.0000,0.0000,0.0556,,0.4000,0.5000,0.4000,,
short-substantive-fair-pay,short_substantive_passage,baseline,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0625,,1.0000,1.0000,1.0000,0.9221,
short-substantive-fair-pay,short_substantive_passage,baseline,hybrid_hnsw,0.0000,0.0000,0.0000,0.0000,0.0357,,0.4000,0.5000,0.4000,,
short-substantive-fair-pay,short_substantive_passage,remediated,semantic_hnsw,0.0000,1.0000,0.0000,0.0000,0.1000,,1.0000,0.7000,1.0000,0.9221,
short-substantive-fair-pay,short_substantive_passage,remediated,hybrid_hnsw,0.0000,0.0000,0.0000,0.0000,0.0556,,0.4000,0.5000,0.4000,,
short-substantive-going-concern,short_substantive_passage,baseline,keyword,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
short-substantive-going-concern,short_substantive_passage,remediated,keyword,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
short-substantive-going-concern,short_substantive_passage,baseline,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.6000,0.8000,0.6000,0.8198,
short-substantive-going-concern,short_substantive_passage,baseline,hybrid_exact,0.0000,0.0000,0.0000,0.0000,0.0238,,0.6000,0.5000,0.6000,,
short-substantive-going-concern,short_substantive_passage,remediated,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.6000,0.7000,0.6000,0.8198,
short-substantive-going-concern,short_substantive_passage,remediated,hybrid_exact,0.0000,0.0000,0.0000,0.0000,0.0238,,0.4000,0.5000,0.4000,,
short-substantive-going-concern,short_substantive_passage,baseline,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.6000,0.8000,0.6000,0.8198,
short-substantive-going-concern,short_substantive_passage,baseline,hybrid_hnsw,0.0000,0.0000,0.0000,0.0000,0.0238,,0.6000,0.5000,0.6000,,
short-substantive-going-concern,short_substantive_passage,remediated,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.6000,0.7000,0.6000,0.8198,
short-substantive-going-concern,short_substantive_passage,remediated,hybrid_hnsw,0.0000,0.0000,0.0000,0.0000,0.0238,,0.4000,0.5000,0.4000,,
fragment-trap-operations-continued,short_fragment_trap,baseline,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
fragment-trap-operations-continued,short_fragment_trap,remediated,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
fragment-trap-operations-continued,short_fragment_trap,baseline,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8208,
fragment-trap-operations-continued,short_fragment_trap,baseline,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.7000,0.6000,,
fragment-trap-operations-continued,short_fragment_trap,remediated,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.8000,0.9000,0.8000,0.8208,
fragment-trap-operations-continued,short_fragment_trap,remediated,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.5000,0.4000,,
fragment-trap-operations-continued,short_fragment_trap,baseline,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8208,
fragment-trap-operations-continued,short_fragment_trap,baseline,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.7000,0.6000,,
fragment-trap-operations-continued,short_fragment_trap,remediated,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.8000,0.9000,0.8000,0.8208,
fragment-trap-operations-continued,short_fragment_trap,remediated,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.5000,0.4000,,
fragment-trap-back-navigation,short_fragment_trap,baseline,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
fragment-trap-back-navigation,short_fragment_trap,remediated,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
fragment-trap-back-navigation,short_fragment_trap,baseline,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.7773,
fragment-trap-back-navigation,short_fragment_trap,baseline,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,,
fragment-trap-back-navigation,short_fragment_trap,remediated,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.7773,
fragment-trap-back-navigation,short_fragment_trap,remediated,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,,
fragment-trap-back-navigation,short_fragment_trap,baseline,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.7773,
fragment-trap-back-navigation,short_fragment_trap,baseline,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,,
fragment-trap-back-navigation,short_fragment_trap,remediated,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.7773,
fragment-trap-back-navigation,short_fragment_trap,remediated,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,,
fragment-trap-usd-currency,short_fragment_trap,baseline,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
fragment-trap-usd-currency,short_fragment_trap,remediated,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
fragment-trap-usd-currency,short_fragment_trap,baseline,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,0.8000,1.0000,0.8127,
fragment-trap-usd-currency,short_fragment_trap,baseline,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,0.8000,1.0000,,
fragment-trap-usd-currency,short_fragment_trap,remediated,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.2000,0.0000,0.8127,
fragment-trap-usd-currency,short_fragment_trap,remediated,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.2000,0.0000,,
fragment-trap-usd-currency,short_fragment_trap,baseline,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,0.8000,1.0000,0.8127,
fragment-trap-usd-currency,short_fragment_trap,baseline,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,0.8000,1.0000,,
fragment-trap-usd-currency,short_fragment_trap,remediated,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.2000,0.0000,0.8127,
fragment-trap-usd-currency,short_fragment_trap,remediated,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.2000,0.0000,,
fragment-trap-overview-heading,short_fragment_trap,baseline,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
fragment-trap-overview-heading,short_fragment_trap,remediated,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
fragment-trap-overview-heading,short_fragment_trap,baseline,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8126,
fragment-trap-overview-heading,short_fragment_trap,baseline,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,,
fragment-trap-overview-heading,short_fragment_trap,remediated,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8126,
fragment-trap-overview-heading,short_fragment_trap,remediated,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,,
fragment-trap-overview-heading,short_fragment_trap,baseline,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8126,
fragment-trap-overview-heading,short_fragment_trap,baseline,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,,
fragment-trap-overview-heading,short_fragment_trap,remediated,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,1.0000,1.0000,0.8126,
fragment-trap-overview-heading,short_fragment_trap,remediated,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,,
fragment-trap-remuneration-vs-review,short_fragment_trap,baseline,keyword,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
fragment-trap-remuneration-vs-review,short_fragment_trap,remediated,keyword,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
fragment-trap-remuneration-vs-review,short_fragment_trap,baseline,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.6000,0.3000,0.6000,0.8458,
fragment-trap-remuneration-vs-review,short_fragment_trap,baseline,hybrid_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.4000,0.3000,0.4000,,
fragment-trap-remuneration-vs-review,short_fragment_trap,remediated,semantic_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.2000,0.1000,0.2000,0.8458,
fragment-trap-remuneration-vs-review,short_fragment_trap,remediated,hybrid_exact,0.0000,0.0000,0.0000,0.0000,0.0000,,0.2000,0.1000,0.2000,,
fragment-trap-remuneration-vs-review,short_fragment_trap,baseline,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.6000,0.3000,0.6000,0.8458,
fragment-trap-remuneration-vs-review,short_fragment_trap,baseline,hybrid_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.4000,0.3000,0.4000,,
fragment-trap-remuneration-vs-review,short_fragment_trap,remediated,semantic_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.2000,0.1000,0.2000,0.8458,
fragment-trap-remuneration-vs-review,short_fragment_trap,remediated,hybrid_hnsw,0.0000,0.0000,0.0000,0.0000,0.0000,,0.2000,0.1000,0.2000,,
no-answer-airline-loyalty,no_answer,baseline,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
no-answer-airline-loyalty,no_answer,remediated,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
no-answer-airline-loyalty,no_answer,baseline,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.8000,0.6000,0.8000,0.7563,
no-answer-airline-loyalty,no_answer,baseline,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.8000,0.6000,0.8000,,
no-answer-airline-loyalty,no_answer,remediated,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.3000,0.4000,0.7563,
no-answer-airline-loyalty,no_answer,remediated,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.3000,0.4000,,
no-answer-airline-loyalty,no_answer,baseline,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.8000,0.6000,0.8000,0.7563,
no-answer-airline-loyalty,no_answer,baseline,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.8000,0.6000,0.8000,,
no-answer-airline-loyalty,no_answer,remediated,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.3000,0.4000,0.7563,
no-answer-airline-loyalty,no_answer,remediated,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.3000,0.4000,,
no-answer-video-game-esports,no_answer,baseline,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
no-answer-video-game-esports,no_answer,remediated,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
no-answer-video-game-esports,no_answer,baseline,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.7000,0.4000,0.6720,
no-answer-video-game-esports,no_answer,baseline,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.7000,0.4000,,
no-answer-video-game-esports,no_answer,remediated,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,0.9000,1.0000,0.6720,
no-answer-video-game-esports,no_answer,remediated,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,0.9000,1.0000,,
no-answer-video-game-esports,no_answer,baseline,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.7000,0.4000,0.6720,
no-answer-video-game-esports,no_answer,baseline,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.7000,0.4000,,
no-answer-video-game-esports,no_answer,remediated,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,0.9000,1.0000,0.6720,
no-answer-video-game-esports,no_answer,remediated,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,1.0000,0.9000,1.0000,,
no-answer-agricultural-subsidies,no_answer,baseline,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
no-answer-agricultural-subsidies,no_answer,remediated,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
no-answer-agricultural-subsidies,no_answer,baseline,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,0.7257,
no-answer-agricultural-subsidies,no_answer,baseline,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,,
no-answer-agricultural-subsidies,no_answer,remediated,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.2000,0.2000,0.2000,0.7257,
no-answer-agricultural-subsidies,no_answer,remediated,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.2000,0.2000,0.2000,,
no-answer-agricultural-subsidies,no_answer,baseline,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,0.7257,
no-answer-agricultural-subsidies,no_answer,baseline,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.6000,0.6000,0.6000,,
no-answer-agricultural-subsidies,no_answer,remediated,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.2000,0.2000,0.2000,0.7257,
no-answer-agricultural-subsidies,no_answer,remediated,hybrid_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.2000,0.2000,0.2000,,
no-answer-deep-sea-mining-licensing,no_answer,baseline,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
no-answer-deep-sea-mining-licensing,no_answer,remediated,keyword,1.0000,1.0000,0.0000,0.0000,0.0000,,,,,,
no-answer-deep-sea-mining-licensing,no_answer,baseline,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.2000,0.4000,0.7606,
no-answer-deep-sea-mining-licensing,no_answer,baseline,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.2000,0.4000,,
no-answer-deep-sea-mining-licensing,no_answer,remediated,semantic_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.7606,
no-answer-deep-sea-mining-licensing,no_answer,remediated,hybrid_exact,1.0000,1.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,,
no-answer-deep-sea-mining-licensing,no_answer,baseline,semantic_hnsw,1.0000,1.0000,0.0000,0.0000,0.0000,,0.4000,0.2000,0.4000,0.7606,
